day_slot,is_randomized,weather,temperature,location,activity,jbsteps30pre_bucket,send,response,user_id,study_day,is_weekday,activity_level,zero_tendency,jbsteps30pre
1,True,MostlyCloudy,temp_mild,Home,STILL,steps_zero,non_activity,good,3,3,True,low,frequent,0
2,True,Clear,temp_warm,Home,STILL,steps_q3,non_activity,no_response,3,3,True,low,frequent,115
5,False,Overcast,temp_warm,Home,STILL,steps_q7,no_send,no_send,3,3,True,low,frequent,374
1,True,Clear,temp_cool,University,STILL,steps_zero,activity,no_response,3,5,True,low,frequent,0
2,True,PartlyCloudy,temp_mild,University,STILL,steps_high,non_activity,bad,3,5,True,low,frequent,971
3,False,PartlyCloudy,temp_mild,Store,STILL,steps_q7,no_send,no_send,3,5,True,low,frequent,412
4,True,Clear,temp_warm,University,STILL,steps_q6,non_activity,bad,3,5,True,low,frequent,263
5,False,Clear,temp_mild,Home,STILL,steps_q6,no_send,no_send,3,5,True,low,frequent,233
1,False,Overcast,temp_warm,Home,STILL,steps_q2,no_send,no_send,3,7,False,low,frequent,40
2,False,Overcast,temp_hot,Home,STILL,steps_zero,no_send,no_send,3,7,False,low,frequent,0
3,False,Overcast,temp_warm,University,STILL,steps_zero,no_send,no_send,3,7,False,low,frequent,0
4,True,Clear,temp_hot,Home,STILL,steps_q5,non_activity,bad,3,7,False,low,frequent,166
5,True,Clear,temp_hot,Home,STILL,steps_zero,activity,no_response,3,7,False,low,frequent,0
1,False,MostlyCloudy,temp_warm,University,STILL,steps_q4,no_send,no_send,3,9,True,low,frequent,131
2,False,Clear,temp_hot,Home,STILL,steps_zero,no_send,no_send,3,9,True,low,frequent,0
3,True,Clear,temp_hot,Work,STILL,steps_q5,non_activity,good,3,9,True,low,frequent,218
4,True,Clear,temp_hot,Work,STILL,steps_q6,non_activity,no_response,3,9,True,low,frequent,233
5,False,Clear,temp_hot,Work,STILL,steps_q6,no_send,no_send,3,9,True,low,frequent,258
2,True,PartlyCloudy,temp_cool,Healthcare,STILL,steps_q8,activity,good,3,12,True,low,frequent,506
3,True,PartlyCloudy,temp_mild,Work,STILL,steps_q6,non_activity,no_response,3,12,True,low,frequent,300
4,False,MostlyCloudy,temp_cool,Healthcare,STILL,steps_high,no_send,no_send,3,12,True,low,frequent,1021
5,False,PartlyCloudy,temp_cool,Healthcare,STILL,steps_zero,no_send,no_send,3,12,True,low,frequent,0
1,True,Overcast,temp_cold,Home,STILL,steps_zero,no_send,no_send,3,13,False,low,frequent,0
2,False,Overcast,temp_cold,Home,STILL,steps_zero,no_send,no_send,3,13,False,low,frequent,0
3,False,Rain,temp_cold,Home,STILL,steps_zero,no_send,no_send,3,13,False,low,frequent,0
4,True,Overcast,temp_cold,Home,STILL,steps_q6,non_activity,no_response,3,13,False,low,frequent,277
1,True,Overcast,temp_cool,Work,STILL,steps_zero,non_activity,good,3,15,True,low,frequent,0
2,True,Overcast,temp_cool,Store,STILL,steps_zero,activity,no_response,3,15,True,low,frequent,0
3,True,MostlyCloudy,temp_mild,Restaurant,STILL,steps_q6,activity,no_response,3,15,True,low,frequent,306
4,True,MostlyCloudy,temp_mild,Work,STILL,steps_zero,non_activity,good,3,15,True,low,frequent,0
1,True,Clear,temp_cool,Store,STILL,steps_q3,activity,no_response,3,18,True,low,frequent,88
2,True,Clear,temp_cold,Store,STILL,steps_q2,activity,good,3,18,True,low,frequent,72
3,True,Clear,temp_cold,Store,STILL,steps_q4,non_activity,good,3,18,True,low,frequent,118
4,False,Clear,temp_cold,Healthcare,STILL,steps_q6,no_send,no_send,3,18,True,low,frequent,298
5,True,Clear,temp_cool,Store,STILL,steps_q3,non_activity,bad,3,18,True,low,frequent,94
1,True,Clear,temp_mild,Store,STILL,steps_q6,non_activity,no_response,3,19,True,low,frequent,247
2,False,Clear,temp_mild,Store,STILL,steps_zero,no_send,no_send,3,19,True,low,frequent,0
3,True,Clear,temp_mild,Store,STILL,steps_q4,activity,good,3,19,True,low,frequent,151
4,False,Clear,temp_mild,Store,STILL,steps_q3,no_send,no_send,3,19,True,low,frequent,85
5,False,Clear,temp_mild,Store,STILL,steps_q1,no_send,no_send,3,19,True,low,frequent,15
1,True,Overcast,temp_cool,Home,STILL,steps_zero,non_activity,no_response,3,23,True,low,frequent,0
2,False,Rain,temp_cool,Work,STILL,steps_zero,no_send,no_send,3,23,True,low,frequent,0
3,True,Overcast,temp_cool,Home,STILL,steps_q6,activity,no_response,3,23,True,low,frequent,238
4,False,Overcast,temp_cool,Home,STILL,steps_zero,no_send,no_send,3,23,True,low,frequent,0
5,True,Overcast,temp_cool,Home,STILL,steps_q1,non_activity,no_response,3,23,True,low,frequent,35
1,False,Overcast,temp_cold,Work,STILL,steps_zero,no_send,no_send,3,24,True,low,frequent,0
2,True,Overcast,temp_cold,Work,STILL,steps_q7,non_activity,no_response,3,24,True,low,frequent,389
3,False,MostlyCloudy,temp_cold,Work,STILL,steps_zero,no_send,no_send,3,24,True,low,frequent,0
4,True,Overcast,temp_cool,Work,STILL,steps_q6,activity,no_response,3,24,True,low,frequent,261
5,True,Overcast,temp_cool,Home,STILL,steps_q3,activity,no_response,3,24,True,low,frequent,88
1,True,Clear,temp_warm,Healthcare,STILL,steps_zero,non_activity,good,3,27,False,low,frequent,0
2,True,Clear,temp_hot,Healthcare,STILL,steps_zero,activity,no_response,3,27,False,low,frequent,0
3,True,Clear,temp_hot,Healthcare,STILL,steps_q7,activity,no_response,3,27,False,low,frequent,328
4,True,Clear,temp_warm,Healthcare,STILL,steps_q1,activity,no_response,3,27,False,low,frequent,19
5,False,Clear,temp_hot,Healthcare,STILL,steps_q1,no_send,no_send,3,27,False,low,frequent,20
1,True,Overcast,temp_cold,Home,STILL,steps_q8,activity,no_response,3,30,True,low,frequent,805
2,True,Clear,temp_cold,University,STILL,steps_q5,activity,no_response,3,30,True,low,frequent,182
3,True,PartlyCloudy,temp_cold,Park,STILL,steps_q5,activity,no_response,3,30,True,low,frequent,229
4,True,PartlyCloudy,temp_cold,Work,STILL,steps_q2,activity,no_response,3,30,True,low,frequent,40
5,False,Clear,temp_cold,Home,STILL,steps_q6,no_send,no_send,3,30,True,low,frequent,233
1,False,Clear,temp_cold,Home,STILL,steps_q1,no_send,no_send,3,31,True,low,frequent,36
2,False,Overcast,temp_cold,Work,STILL,steps_q2,non_activity,no_response,3,31,True,low,frequent,41
3,True,PartlyCloudy,temp_cold,Home,STILL,steps_zero,activity,no_response,3,31,True,low,frequent,0
4,True,Overcast,temp_cold,Work,STILL,steps_q4,activity,no_response,3,31,True,low,frequent,122
5,True,PartlyCloudy,temp_cold,Home,STILL,steps_q8,non_activity,good,3,31,True,low,frequent,491
1,False,Clear,temp_cool,Work,STILL,steps_q2,no_send,no_send,3,32,True,low,frequent,61
2,True,Clear,temp_hot,Store,STILL,steps_q3,non_activity,no_response,3,32,True,low,frequent,89
3,True,Clear,temp_hot,Work,STILL,steps_zero,non_activity,bad,3,32,True,low,frequent,0
4,True,Clear,temp_warm,Restaurant,ON_MOVE,steps_q6,no_send,no_send,3,32,True,low,frequent,236
1,True,Clear,temp_cool,Store,STILL,steps_q2,non_activity,no_response,3,35,False,low,frequent,60
2,True,Clear,temp_cold,Healthcare,STILL,steps_q1,activity,no_response,3,35,False,low,frequent,33
3,False,Clear,temp_cold,FurnitureStore,STILL,steps_q7,no_send,no_send,3,35,False,low,frequent,378
4,False,Clear,temp_cool,Healthcare,STILL,steps_q6,no_send,no_send,3,35,False,low,frequent,234
5,False,Clear,temp_cool,Healthcare,STILL,steps_q5,no_send,no_send,3,35,False,low,frequent,200
1,False,Rain,temp_cool,Home,STILL,steps_zero,no_send,no_send,3,36,True,low,frequent,0
2,True,Overcast,temp_mild,Home,STILL,steps_zero,activity,no_response,3,36,True,low,frequent,0
3,True,Overcast,temp_mild,Work,STILL,steps_zero,activity,good,3,36,True,low,frequent,0
4,True,Overcast,temp_mild,Park,STILL,steps_q6,activity,good,3,36,True,low,frequent,247
5,False,Overcast,temp_mild,Home,STILL,steps_high,no_send,no_send,3,36,True,low,frequent,2327
1,True,Overcast,temp_cool,Home,STILL,steps_zero,activity,good,3,37,True,low,frequent,0
2,False,Overcast,temp_cool,University,STILL,steps_q6,no_send,no_send,3,37,True,low,frequent,245
3,False,Overcast,temp_cool,University,STILL,steps_q2,no_send,no_send,3,37,True,low,frequent,38
4,False,Overcast,temp_cool,University,STILL,steps_q2,no_send,no_send,3,37,True,low,frequent,45
5,True,Overcast,temp_cool,Home,STILL,steps_q8,non_activity,good,3,37,True,low,frequent,661
1,False,Clear,temp_cold,Restaurant,STILL,steps_q8,non_activity,no_response,3,40,True,low,frequent,618
4,True,Clear,temp_cold,Work,STILL,steps_zero,non_activity,no_response,3,40,True,low,frequent,0
5,True,Clear,temp_cold,Work,STILL,steps_zero,non_activity,no_response,3,40,True,low,frequent,0
1,False,Overcast,temp_cool,Home,STILL,steps_zero,non_activity,good,3,41,False,low,frequent,0
2,True,Overcast,temp_cool,Home,STILL,steps_zero,activity,good,3,41,False,low,frequent,0
3,True,Overcast,temp_cool,Park,STILL,steps_q5,activity,good,3,41,False,low,frequent,201
4,True,MostlyCloudy,temp_cool,Home,STILL,steps_q6,non_activity,bad,3,41,False,low,frequent,269
5,True,Overcast,temp_cool,Home,STILL,steps_zero,activity,good,3,41,False,low,frequent,0
1,True,Overcast,temp_mild,Restaurant,STILL,steps_q2,activity,no_response,4,1,True,low,common,49
2,True,Fog,temp_mild,Work,STILL,steps_q1,non_activity,no_response,4,1,True,low,common,14
3,False,Fog,temp_mild,Work,STILL,steps_q7,no_send,no_send,4,1,True,low,common,390
4,True,Overcast,temp_mild,Work,STILL,steps_q1,non_activity,bad,4,1,True,low,common,33
5,False,MostlyCloudy,temp_mild,Restaurant,ON_MOVE,steps_zero,no_send,no_send,4,1,True,low,common,0
1,False,Clear,temp_mild,Home,STILL,steps_zero,no_send,no_send,4,3,True,low,common,0
2,True,Clear,temp_mild,Home,STILL,steps_q1,activity,bad,4,3,True,low,common,20
3,False,Clear,temp_mild,Home,STILL,steps_zero,no_send,no_send,4,3,True,low,common,0
4,True,Clear,temp_mild,Home,STILL,steps_zero,activity,no_response,4,3,True,low,common,0
5,False,Clear,temp_mild,Home,STILL,steps_q5,no_send,no_send,4,3,True,low,common,179
1,True,Clear,temp_cold,Healthcare,STILL,steps_zero,activity,good,4,5,True,low,common,0
2,True,Clear,temp_cool,Healthcare,STILL,steps_zero,activity,good,4,5,True,low,common,0
3,False,PartlyCloudy,temp_cold,Healthcare,STILL,steps_q7,no_send,no_send,4,5,True,low,common,335
4,False,Clear,temp_cold,Healthcare,STILL,steps_q7,no_send,no_send,4,5,True,low,common,436
5,True,Clear,temp_cool,Store,STILL,steps_q1,non_activity,bad,4,5,True,low,common,18
1,False,PartlyCloudy,temp_warm,Park,STILL,steps_q1,no_send,no_send,4,6,False,low,common,23
2,False,Overcast,temp_warm,Restaurant,STILL,steps_q4,no_send,no_send,4,6,False,low,common,121
3,True,Overcast,temp_warm,University,STILL,steps_zero,non_activity,bad,4,6,False,low,common,0
4,True,Overcast,temp_warm,University,STILL,steps_q4,non_activity,bad,4,6,False,low,common,119
5,False,Overcast,temp_mild,Restaurant,STILL,steps_zero,no_send,no_send,4,6,False,low,common,0
1,True,Clear,temp_cool,University,STILL,steps_q3,activity,good,4,8,True,low,common,101
2,True,MostlyCloudy,temp_cold,University,STILL,steps_q7,non_activity,good,4,8,True,low,common,415
3,True,Overcast,temp_cold,Home,STILL,steps_q1,activity,no_response,4,8,True,low,common,19
4,False,Overcast,temp_cold,Home,STILL,steps_q3,no_send,no_send,4,8,True,low,common,112
5,True,PartlyCloudy,temp_cold,Home,STILL,steps_q2,non_activity,good,4,8,True,low,common,38
1,True,MostlyCloudy,temp_cool,Home,STILL,steps_zero,activity,bad,4,9,True,low,common,0
2,True,Overcast,temp_cold,Work,STILL,steps_q2,non_activity,no_response,4,9,True,low,common,45
4,True,Overcast,temp_cold,Work,STILL,steps_zero,non_activity,good,4,9,True,low,common,0
5,False,Clear,temp_cold,Work,STILL,steps_q8,no_send,no_send,4,9,True,low,common,472
1,True,MostlyCloudy,temp_freezing,University,STILL,steps_q2,activity,bad,4,10,True,low,common,70
2,True,Overcast,temp_freezing,Work,STILL,steps_q6,non_activity,no_response,4,10,True,low,common,290
3,False,Overcast,temp_freezing,Work,STILL,steps_q3,no_send,no_send,4,10,True,low,common,91
4,False,Overcast,temp_freezing,Work,STILL,steps_zero,no_send,no_send,4,10,True,low,common,0
5,True,MostlyCloudy,temp_cold,Store,ON_MOVE,steps_q6,no_send,no_send,4,10,True,low,common,312
1,False,MostlyCloudy,temp_cool,Work,STILL,steps_q7,no_send,no_send,4,11,True,low,common,393
2,False,Overcast,temp_cool,Healthcare,STILL,steps_q4,no_send,no_send,4,11,True,low,common,145
3,False,MostlyCloudy,temp_cool,University,STILL,steps_q2,no_send,no_send,4,11,True,low,common,62
4,True,Overcast,temp_cool,Work,STILL,steps_q2,non_activity,good,4,11,True,low,common,44
5,True,Overcast,temp_cool,Work,STILL,steps_zero,non_activity,good,4,11,True,low,common,0
1,True,Overcast,temp_cold,Home,STILL,steps_q3,non_activity,good,4,15,True,low,common,106
2,True,MostlyCloudy,temp_cold,Home,STILL,steps_q1,non_activity,good,4,15,True,low,common,1
3,True,Clear,temp_cold,Home,STILL,steps_q1,activity,no_response,4,15,True,low,common,24
4,False,Clear,temp_cold,Home,STILL,steps_q7,no_send,no_send,4,15,True,low,common,413
5,False,Clear,temp_cold,Home,STILL,steps_q4,no_send,no_send,4,15,True,low,common,137
1,False,Clear,temp_mild,Home,STILL,steps_zero,no_send,no_send,4,16,True,low,common,0
2,False,Clear,temp_mild,Home,STILL,steps_zero,no_send,no_send,4,16,True,low,common,0
3,True,MostlyCloudy,temp_mild,Work,STILL,steps_q2,activity,no_response,4,16,True,low,common,69
4,True,MostlyCloudy,temp_mild,Work,STILL,steps_q1,non_activity,no_response,4,16,True,low,common,30
5,True,Clear,temp_warm,Work,STILL,steps_zero,activity,no_response,4,16,True,low,common,0
1,True,Clear,temp_hot,University,STILL,steps_zero,activity,good,4,18,True,low,common,0
2,True,Clear,temp_warm,FurnitureStore,STILL,steps_q2,non_activity,no_response,4,18,True,low,common,42
3,True,Clear,temp_warm,FurnitureStore,STILL,steps_q6,activity,good,4,18,True,low,common,240
4,False,Clear,temp_hot,Work,STILL,steps_zero,no_send,no_send,4,18,True,low,common,0
5,True,Clear,temp_warm,Healthcare,STILL,steps_q3,non_activity,no_response,4,18,True,low,common,105
2,True,Clear,temp_cold,Work,STILL,steps_q5,non_activity,no_response,4,19,True,low,common,225
3,True,Clear,temp_cool,Work,STILL,steps_q7,non_activity,no_response,4,19,True,low,common,340
4,True,Clear,temp_cold,Work,STILL,steps_zero,activity,good,4,19,True,low,common,0
5,True,Clear,temp_cool,Store,STILL,steps_q3,non_activity,no_response,4,19,True,low,common,115
1,False,Overcast,temp_cool,Home,STILL,steps_q4,no_send,no_send,4,20,False,low,common,149
2,True,Overcast,temp_cool,Home,STILL,steps_q1,non_activity,no_response,4,20,False,low,common,19
3,False,PartlyCloudy,temp_cool,Home,STILL,steps_q7,no_send,no_send,4,20,False,low,common,339
4,True,Overcast,temp_cool,Home,STILL,steps_q4,non_activity,no_response,4,20,False,low,common,156
5,False,PartlyCloudy,temp_cool,Home,STILL,steps_zero,no_send,no_send,4,20,False,low,common,0
1,False,Overcast,temp_mild,University,STILL,steps_zero,no_send,no_send,4,21,False,low,common,0
2,False,Overcast,temp_mild,University,STILL,steps_zero,no_send,no_send,4,21,False,low,common,0
3,True,Overcast,temp_mild,Home,STILL,steps_q8,activity,no_response,4,21,False,low,common,501
4,True,Overcast,temp_mild,Restaurant,STILL,steps_q3,non_activity,no_response,4,21,False,low,common,85
5,False,Overcast,temp_mild,Unknown,STILL,steps_q5,no_send,no_send,4,21,False,low,common,175
1,True,MostlyCloudy,temp_mild,Home,STILL,steps_zero,non_activity,no_response,4,22,True,low,common,0
2,True,Overcast,temp_mild,Home,STILL,steps_q1,activity,good,4,22,True,low,common,2
3,False,Overcast,temp_mild,Home,STILL,steps_q5,no_send,no_send,4,22,True,low,common,191
4,True,Overcast,temp_mild,Home,STILL,steps_q5,non_activity,good,4,22,True,low,common,202
5,True,MostlyCloudy,temp_mild,Home,STILL,steps_q4,non_activity,good,4,22,True,low,common,132
1,False,Clear,temp_mild,Work,STILL,steps_zero,no_send,no_send,4,23,True,low,common,0
2,True,Clear,temp_mild,Store,STILL,steps_zero,activity,bad,4,23,True,low,common,0
3,True,Clear,temp_cool,Home,STILL,steps_q4,non_activity,good,4,23,True,low,common,148
4,True,Clear,temp_mild,Home,STILL,steps_high,non_activity,good,4,23,True,low,common,3013
5,True,Clear,temp_mild,Home,STILL,steps_q4,non_activity,no_response,4,23,True,low,common,151
3,False,Overcast,temp_cool,University,STILL,steps_zero,no_send,no_send,4,25,True,low,common,0
4,True,Overcast,temp_cool,Home,STILL,steps_zero,non_activity,no_response,4,25,True,low,common,0
5,False,Overcast,temp_cool,Home,STILL,steps_q1,no_send,no_send,4,25,True,low,common,2
1,False,Overcast,temp_cool,University,STILL,steps_zero,no_send,no_send,4,31,True,low,common,0
2,True,MostlyCloudy,temp_cold,University,STILL,steps_q6,non_activity,no_response,4,31,True,low,common,261
3,True,Overcast,temp_cool,University,STILL,steps_zero,non_activity,no_response,4,31,True,low,common,0
4,True,Overcast,temp_cool,Work,STILL,steps_q3,activity,no_response,4,31,True,low,common,78
5,True,Clear,temp_cool,Work,STILL,steps_q3,activity,good,4,31,True,low,common,99
1,True,Rain,temp_cool,Home,STILL,steps_q8,activity,no_response,4,39,True,low,common,677
2,True,Overcast,temp_cool,Home,STILL,steps_q1,non_activity,no_response,4,39,True,low,common,16
3,True,Overcast,temp_cool,Home,STILL,steps_q4,non_activity,good,4,39,True,low,common,151
4,True,MostlyCloudy,temp_cool,Home,STILL,steps_high,non_activity,no_response,4,39,True,low,common,826
5,False,MostlyCloudy,temp_cool,Home,STILL,steps_zero,no_send,no_send,4,39,True,low,common,0
1,True,Overcast,temp_mild,Store,STILL,steps_zero,non_activity,no_response,4,41,False,low,common,0
2,False,Overcast,temp_mild,Store,STILL,steps_q5,no_send,no_send,4,41,False,low,common,191
4,False,Overcast,temp_mild,Store,STILL,steps_q2,no_send,no_send,4,41,False,low,common,60
5,True,Overcast,temp_mild,Store,STILL,steps_q4,activity,bad,4,41,False,low,common,146
1,True,Clear,temp_hot,Home,STILL,steps_q3,non_activity,no_response,4,42,False,low,common,86
2,True,Clear,temp_warm,Store,STILL,steps_zero,activity,no_response,4,42,False,low,common,0
3,True,Clear,temp_warm,Home,STILL,steps_q6,non_activity,no_response,4,42,False,low,common,268
4,True,Clear,temp_warm,Home,STILL,steps_q2,non_activity,no_response,4,42,False,low,common,40
5,False,Clear,temp_hot,Home,STILL,steps_q3,no_send,no_send,4,42,False,low,common,109
1,False,Clear,temp_cool,Home,STILL,steps_q7,no_send,no_send,5,3,True,mid,frequent,392
3,False,MostlyCloudy,temp_cool,Home,STILL,steps_q3,no_send,no_send,5,3,True,mid,frequent,91
5,True,Clear,temp_cool,Home,STILL,steps_high,activity,good,5,3,True,mid,frequent,1418
3,True,Clear,temp_hot,University,STILL,steps_q2,non_activity,no_response,5,4,True,mid,frequent,54
4,True,Clear,temp_hot,University,STILL,steps_q3,activity,bad,5,4,True,mid,frequent,89
5,False,Clear,temp_hot,University,STILL,steps_q1,no_send,no_send,5,4,True,mid,frequent,20
1,True,MostlyCloudy,temp_cool,Home,STILL,steps_q3,non_activity,no_response,5,7,False,mid,frequent,88
2,True,Clear,temp_cool,Park,STILL,steps_q1,activity,no_response,5,7,False,mid,frequent,26
3,True,Overcast,temp_cool,Home,STILL,steps_q8,non_activity,no_response,5,7,False,mid,frequent,479
4,True,Overcast,temp_cool,Home,STILL,steps_q5,activity,no_response,5,7,False,mid,frequent,168
5,False,Clear,temp_cool,Home,STILL,steps_q1,non_activity,no_response,5,7,False,mid,frequent,19
1,True,Clear,temp_cold,ElectronicsStore,STILL,steps_q6,non_activity,good,5,8,True,mid,frequent,253
2,False,Clear,temp_mild,Healthcare,STILL,steps_q7,no_send,no_send,5,8,True,mid,frequent,424
3,True,Clear,temp_mild,Store,STILL,steps_q1,non_activity,no_response,5,8,True,mid,frequent,20
5,False,Clear,temp_hot,Healthcare,STILL,steps_q5,no_send,no_send,5,8,True,mid,frequent,201
3,False,PartlyCloudy,temp_hot,Home,STILL,steps_q3,no_send,no_send,5,11,True,mid,frequent,82
4,True,MostlyCloudy,temp_hot,Work,STILL,steps_q5,activity,good,5,11,True,mid,frequent,170
5,True,MostlyCloudy,temp_hot,Home,STILL,steps_q8,activity,good,5,11,True,mid,frequent,638
1,False,MostlyCloudy,temp_hot,Healthcare,STILL,steps_zero,no_send,no_send,5,12,True,mid,frequent,0
